(-3.2, 1.4, -9.1)
(0.0, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.0)
(-3.2, 1.4, -9.1)
(0.0, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.0)
(-3.2, 1.3, -9.1)
(0.0, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.0)
(-3.2, 1.3, -9.1)
(0.0, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.0)
(-3.2, 1.3, -9.1)
(0.0, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.0)
(-3.2, 1.3, -9.1)
(0.1, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.1)
(-3.2, 1.3, -9.1)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.2, 1.3, -9.1)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.2, 1.3, -9.0)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.1, 1.3, -8.8)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.5)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-3.0, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-2.9, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-2.7, 1.3, -8.4)
(0.3, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, -0.3)
(-2.6, 1.3, -8.4)
(-0.2, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.2)
(-2.5, 1.3, -8.4)
(-0.4, 0.1, 0.9)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.4)
(-2.6, 1.3, -8.2)
(-0.5, 0.1, 0.9)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.5)
(-2.6, 1.3, -8.2)
(-0.5, 0.1, 0.8)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.5)
(-2.6, 1.3, -8.2)
(-0.5, 0.1, 0.8)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.5)
(-2.6, 1.3, -8.2)
(-0.5, 0.1, 0.8)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.5)
(-2.6, 1.3, -8.2)
(-0.5, 0.1, 0.9)
(0.0, 1.0, -0.1)
(0.9, 0.0, 0.5)
(-2.7, 1.3, -8.1)
(-0.2, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.2)
(-2.7, 1.3, -8.0)
(-0.2, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.2)
(-2.7, 1.3, -7.7)
(-0.2, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.2)
(-2.8, 1.3, -7.4)
(-0.2, 0.0, 1.0)
(0.0, 1.0, 0.0)
(1.0, 0.0, 0.2)
(-2.8, 1.3, -7.0)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -6.8)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -6.4)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -6.1)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -5.8)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -5.5)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -5.2)
(0.0, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, 0.0)
(-2.8, 1.3, -4.9)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -4.6)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -4.2)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -4.0)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.8)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.7)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.5)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.4)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.3)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.3)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.3)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.3)
(0.1, -0.1, 1.0)
(0.0, 1.0, 0.1)
(1.0, 0.0, -0.1)
(-2.7, 1.3, -3.3)
(0.4, -0.1, 0.9)
(0.0, 1.0, 0.1)
(0.9, 0.0, -0.4)
(-2.7, 1.3, -3.3)
(0.4, -0.1, 0.9)
(0.0, 1.0, 0.1)
(0.9, 0.0, -0.4)
(-2.7, 1.3, -3.3)
(0.4, -0.1, 0.9)
(0.0, 1.0, 0.1)
(0.9, 0.0, -0.4)
(-2.7, 1.3, -3.3)
(0.4, -0.1, 0.9)
(0.0, 1.0, 0.1)
(0.9, 0.0, -0.4)
(-2.7, 1.3, -3.3)
(0.4, -0.1, 0.9)
(0.0, 1.0, 0.1)
(0.9, 0.0, -0.4)
(-2.7, 1.3, -3.3)
(0.7, 0.0, 0.8)
(0.0, 1.0, 0.0)
(0.8, 0.0, -0.7)
(-2.7, 1.3, -3.3)
(0.9, -0.4, -0.1)
(0.3, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-2.7, 1.3, -3.3)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-2.7, 1.3, -3.3)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-2.6, 1.3, -3.3)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-2.3, 1.3, -3.4)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-2.0, 1.3, -3.4)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.7, 1.3, -3.4)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(0.9, -0.4, -0.1)
(0.4, 0.9, 0.0)
(-0.1, 0.0, -1.0)
(-1.6, 1.3, -3.5)
(1.0, -0.1, -0.1)
(0.1, 1.